zipcode|country|turnover(EUR)
95685|DE|53.32
12621|DE|1995.84
78343|DE|376.35
75228|DE|227.4
08052|DE|25.29
68307|DE|1651.86
13598|DE|28.02
79592|DE|56.62
91731|DE|44.98
81761|DE|29.23
78467|DE|2068.0
91367|DE|35.36
22387|DE|38.23
85737|DE|1751.39
48145|DE|2851.14
91320|DE|202.05
21683|DE|6051.7
26579|DE|118.64
63619|DE|427.31
40475|DE|22.91
39245|DE|753.3
74869|DE|82.6
20454|DE|70.1
57567|DE|387.36
78479|DE|499.56
09548|DE|180.85
21111|DE|48.82
97497|DE|102.99
36396|DE|673.66
98663|DE|198.05
23867|DE|2681.28
83150|DE|30.95
30161|DE|9679.74
27308|DE|5154.5
55545|DE|754.3
87760|DE|44.09
71672|DE|874.31
39826|DE|26.94
12047|DE|1019.59
48577|DE|28.63
67468|DE|43.99
93090|DE|67.8
85134|DE|132.48
03048|DE|815.0
86971|DE|468.82
72622|DE|1996.8
96187|DE|22.47
22969|DE|2138.4
89739|DE|43.42
84175|DE|106.92
21083|DE|35.32
34423|DE|39.9
29482|DE|322.4
19395|DE|652.05
90514|DE|34.43
86862|DE|175.88
24238|DE|1217.7
61276|DE|791.66
76756|DE|518.76
55569|DE|174.0
39221|DE|434.98
78628|DE|1209.01
37249|DE|296.72
66706|DE|161.9
87779|DE|26.67
12679|DE|982.52
94744|DE|38.96
09355|DE|192.43
65864|DE|26.69
21929|DE|52.14
77709|DE|244.24
34123|DE|4571.46
14929|DE|130.24
23759|DE|22.89
23461|DE|33.56
94368|DE|98.79
45669|DE|27.79
65139|DE|117.42
34292|DE|2239.51
26135|DE|6470.59
56244|DE|468.2
21680|DE|19588.5
40479|DE|1024.16
22522|DE|39.22
01239|DE|375.6
26340|DE|1649.44
04178|DE|1407.77
52351|DE|1374.72
89604|DE|94.92
12425|DE|33.15
06712|DE|830.4
66292|DE|517.82
72827|DE|405.1
55608|DE|43.01
25469|DE|23482.84
89191|DE|27.26
94405|DE|319.22
67240|DE|223.65
75331|DE|382.0
75242|DE|246.0
66539|DE|426.16
77978|DE|241.29
30196|DE|37.35
15868|DE|94.08
21710|DE|557.92
84381|DE|50.66
33428|DE|5146.57
21007|DE|43.03
97253|DE|142.16
35287|DE|370.26
72479|DE|86.97
27587|DE|37.21
14567|DE|38.18
64711|DE|767.4
63739|DE|1764.0
92369|DE|163.32
57076|DE|1338.72
88348|DE|570.6
44388|DE|3223.9
23824|DE|236.0
33206|DE|32.41
25992|DE|62226.0
74246|DE|120.95
07426|DE|314.0
65227|DE|30.05
56412|DE|1049.58
77654|DE|1255.28
06116|DE|863.42
31623|DE|412.59
66133|DE|215.46
31609|DE|381.7
84364|DE|197.7
87651|DE|70.92
33647|DE|1784.61
45277|DE|1812.72
22727|DE|30.3
56751|DE|796.32
31195|DE|1010.46
55543|DE|1790.23
32479|DE|5659.2
57678|DE|34.17
87469|DE|29.38
91738|DE|43.35
88605|DE|190.38
31091|DE|39.81
22469|DE|30.26
21702|DE|3073.59
93326|DE|502.32
29345|DE|1070.28
23623|DE|1732.5
08547|DE|238.64
21368|DE|1875.02
44141|DE|4631.85
15378|DE|189.63
26409|DE|2260.72
09419|DE|245.34
93095|DE|202.15
08134|DE|166.72
72669|DE|98.72
42549|DE|2559.92
10505|DE|38.92
86938|DE|722.19
24819|DE|1231.16
99096|DE|1206.5
63840|DE|68.42
06779|DE|548.47
67271|DE|262.8
91358|DE|22.45
20153|DE|43.39
86179|DE|926.94
24855|DE|3782.03
82407|DE|245.8
80993|DE|764.96
83844|DE|38.38
47475|DE|2007.81
72250|DE|1274.91
95707|DE|24.3
38104|DE|8517.09
92344|DE|35.49
13599|DE|1916.82
85376|DE|26.83
25575|DE|258.17
88436|DE|83.16
37640|DE|188.08
29389|DE|576.25
59348|DE|3721.22
02827|DE|709.17
71576|DE|349.9
49594|DE|144.56
51519|DE|2850.39
69321|DE|40.58
06217|DE|1440.27
50374|DE|3811.96
24931|DE|25.95
52385|DE|1442.52
40589|DE|1709.4
26849|DE|94.24
34381|DE|32.22
47608|DE|1953.72
74595|DE|30.16
49661|DE|4074.72
85598|DE|839.55
26899|DE|198.05
88734|DE|31.31
92318|DE|1826.31
04357|DE|706.69
33775|DE|4694.09
21508|DE|40.29
68542|DE|1119.0
24992|DE|1046.87
65824|DE|1601.6
42111|DE|2714.4
97711|DE|168.7
92721|DE|174.8
01734|DE|117.24
85283|DE|606.48
73779|DE|412.06
14478|DE|1456.0
29348|DE|777.3
25850|DE|207.48
06468|DE|32.34
38644|DE|1219.12
21640|DE|9396.99
51429|DE|2276.69
92278|DE|69.24
57638|DE|56.12
99826|DE|313.28
06469|DE|154.0
35315|DE|711.93
25234|DE|29.66
87477|DE|393.75
26789|DE|5023.62
50737|DE|1740.15
29699|DE|1703.68
74343|DE|649.0
84558|DE|99.6
07629|DE|767.51
58285|DE|4053.75
26919|DE|3802.05
36066|DE|43.18
66121|DE|837.6
45131|DE|2433.2
94481|DE|177.06
18581|DE|568.05
92546|DE|92.04
73776|DE|264.69
30449|DE|3203.2
45392|DE|24.68
14822|DE|750.8
27211|DE|7941.6
74545|DE|391.3
48432|DE|2090.0
83209|DE|948.86
86424|DE|327.15
84559|DE|94.64
81545|DE|1689.09
27620|DE|34.92
13437|DE|1549.04
64646|DE|1418.04
56346|DE|30.76
85309|DE|129.69
63930|DE|38.05
67752|DE|43.45
25868|DE|94.29
84149|DE|121.4
63637|DE|230.13
41567|DE|33.22
30852|DE|104.67
55626|DE|26.02
55596|DE|32.38
50171|DE|882.35
61365|DE|35.72
85101|DE|174.24
08236|DE|28.72
97447|DE|666.8
83329|DE|221.04
25774|DE|1127.61
28895|DE|27.22
18551|DE|179.35
36404|DE|294.75
38464|DE|489.45
41469|DE|1638.94
76707|DE|351.92
38312|DE|1273.17
70839|DE|1770.74
93039|DE|34.1
54558|DE|113.64
58840|DE|3119.45
06688|DE|73.72
09661|DE|1010.16
21782|DE|481.08
66127|DE|31.5
15831|DE|1917.54
56861|DE|28.03
42275|DE|448.92
23878|DE|32.81
77974|DE|226.92
22303|DE|46083.73
43659|DE|26.43
25709|DE|1324.2
36381|DE|1494.54
97007|DE|40.33
81177|DE|33.22
10926|DE|27.86
75689|DE|30.42
26553|DE|456.84
24109|DE|8217.95
88487|DE|198.0
72419|DE|95.67
86470|DE|200.88
89353|DE|67.14
42554|DE|38.29
79139|DE|23.15
52391|DE|341.6
35327|DE|136.35
63353|DE|43.8
24114|DE|6015.24
22961|DE|356.67
64750|DE|206.75
25596|DE|752.2
21399|DE|28.52
26188|DE|5064.85
81241|DE|1008.45
56778|DE|43.1
21379|DE|4006.6
30800|DE|80.84
19059|DE|1920.6
29584|DE|402.72
75438|DE|217.5
52146|DE|2364.36
21235|DE|42.18
74374|DE|86.94
50126|DE|1649.6
77833|DE|160.6
36129|DE|245.8
56593|DE|352.71
64249|DE|24.25
64331|DE|1878.32
97834|DE|32.48
61176|DE|37.69
28358|DE|55.9
76479|DE|82.54
82386|DE|238.02
52372|DE|720.63
93470|DE|35.0
25476|DE|84.52
72221|DE|220.2
42281|DE|1077.57
23719|DE|243.48
67592|DE|132.92
94051|DE|134.8
25821|DE|10224.9
24547|DE|33.41
38373|DE|329.89
70191|DE|1060.5
24564|DE|26.27
45899|DE|1549.4
63897|DE|642.9
40476|DE|3322.53
71229|DE|3262.37
13086|DE|2178.33
25537|DE|27.48
35099|DE|474.3
25366|DE|37.79
02633|DE|151.52
35586|DE|319.06
49497|DE|864.28
21464|DE|26.55
10405|DE|3639.12
23560|DE|5592.48
31708|DE|709.84
80997|DE|1605.37
14198|DE|27.12
38542|DE|1338.87
84307|DE|443.85
40627|DE|3523.63
32676|DE|1071.6
74638|DE|195.36
06638|DE|39.47
84405|DE|895.65
30629|DE|4812.6
27554|DE|39.91
16831|DE|544.17
86911|DE|1093.23
28327|DE|3841.52
22885|DE|16065.0
82069|DE|328.56
01728|DE|581.25
77933|DE|1636.4
29335|DE|57.12
80809|DE|1079.36
24145|DE|6940.46
52525|DE|2429.25
44357|DE|1422.8
64846|DE|1125.56
56135|DE|34.28
45155|DE|33.6
91732|DE|174.2
29593|DE|171.4
95704|DE|106.68
73547|DE|897.6
64354|DE|1019.54
63225|DE|3067.02
59556|DE|2160.9
49365|DE|36.39
33104|DE|3749.0
86690|DE|27.6
98739|DE|132.03
37699|DE|143.4
78247|DE|301.6
15890|DE|1461.2
25359|DE|22.85
63322|DE|2380.27
97993|DE|153.4
34359|DE|599.3
74621|DE|38.12
91085|DE|274.4
85653|DE|238.86
06249|DE|283.71
64230|DE|83.46
56648|DE|169.4
99842|DE|388.16
97959|DE|63.38
75870|DE|28.15
63674|DE|1284.4
84329|DE|256.44
27572|DE|8474.76
49749|DE|33.92
22429|DE|81.32
29358|DE|849.24
89186|DE|116.28
85375|DE|815.35
04651|DE|147.35
95030|DE|547.92
56761|DE|244.48
24983|DE|10574.7
48231|DE|5099.5
41751|DE|1833.92
81675|DE|1002.44
06279|DE|77.58
31117|DE|28.79
21140|DE|59.94
26169|DE|2992.65
84183|DE|53.46
83075|DE|392.96
74252|DE|211.04
01768|DE|255.57
17321|DE|276.99
86650|DE|208.32
64832|DE|845.37
85129|DE|32.89
26141|DE|36.31
71634|DE|699.4
09249|DE|31.19
56753|DE|128.65
97688|DE|2173.98
50969|DE|1142.0
79578|DE|28.37
87640|DE|285.81
10969|DE|1266.88
81541|DE|2928.08
84048|DE|667.38
73079|DE|169.33
38704|DE|1502.9
56634|DE|38.88
45320|DE|39.55
39379|DE|37.07
76777|DE|97.59
09887|DE|23.23
90433|DE|25.76
37351|DE|395.92
27486|DE|112.29
67170|DE|77.68
60384|DE|26.77
35585|DE|88.6
79353|DE|189.6
36543|DE|44.24
25550|DE|24.88
35041|DE|1725.44
65199|DE|982.77
36272|DE|406.0
86697|DE|89.73
47058|DE|1041.48
34508|DE|920.4
97727|DE|91.92
64460|DE|32.76
83670|DE|241.99
01833|DE|371.4
73349|DE|23.95
35544|DE|24.31
47839|DE|1598.24
06130|DE|504.84
08340|DE|389.95
48527|DE|2832.15
23775|DE|628.52
31634|DE|698.02
25318|DE|38.29
92681|DE|219.24
71737|DE|416.7
60318|DE|1659.45
33813|DE|4819.92
87484|DE|130.02
86949|DE|290.52
46470|DE|26.11
57299|DE|1624.35
29227|DE|3402.5
53547|DE|919.88
20350|DE|269.08
39218|DE|1384.15
21073|DE|21205.8
44869|DE|5201.22
71691|DE|1062.8
73642|DE|589.82
86979|DE|26.11
38855|DE|4044.32
01998|DE|58.84
59387|DE|2310.4
17328|DE|33.56
34128|DE|4334.75
41236|DE|718.33
92676|DE|171.04
34567|DE|217.07
29932|DE|32.18
42109|DE|2323.44
29434|DE|38.44
33607|DE|2851.08
97346|DE|341.4
37642|DE|44.34
20107|DE|32.58
87662|DE|63.56
54739|DE|35.45
66806|DE|222.39
30633|DE|69.06
71120|DE|409.5
10829|DE|1355.76
20253|DE|30898.84
65307|DE|895.59
88214|DE|849.99
93177|DE|23.7
32651|DE|42.29
91361|DE|52.94
92720|DE|32.74
25943|DE|42.74
35344|DE|27.07
30175|DE|3127.85
20165|DE|42.58
18276|DE|758.54
18574|DE|270.83
98074|DE|83.62
95643|DE|273.6
85293|DE|538.33
21044|DE|25.98
94060|DE|289.3
63911|DE|239.68
97941|DE|754.5
64405|DE|226.98
98087|DE|41.78
32189|DE|32.39
65203|DE|1326.8
42327|DE|2126.88
23948|DE|299.2
74842|DE|383.85
25455|DE|36.94
74589|DE|32.64
24963|DE|9172.17
50769|DE|1625.04
67246|DE|179.34
63329|DE|1111.86
22089|DE|39508.56
25782|DE|894.35
88273|DE|90.12
88630|DE|334.48
54567|DE|85.42
61820|DE|34.59
72764|DE|1172.88
35236|DE|606.62
91077|DE|1080.75
09326|DE|77.64
07646|DE|480.08
38473|DE|248.15
35396|DE|1655.64
77963|DE|236.53
45663|DE|2241.81
37632|DE|762.0
22352|DE|38.9
30359|DE|38.98
39576|DE|2672.0
84051|DE|407.6
25542|DE|23.82
25849|DE|582.24
27245|DE|786.76
50170|DE|2471.7
76652|DE|38.88
28383|DE|32.96
45475|DE|1877.31
25585|DE|294.91
61140|DE|22.3
87725|DE|29.17
79379|DE|868.53
35392|DE|1280.06
72505|DE|193.15
33178|DE|1696.2
21261|DE|607.36
67358|DE|23.27
59192|DE|6372.99
01454|DE|960.64
95688|DE|49.98
82205|DE|950.4
23683|DE|6413.78
08237|DE|130.1
31515|DE|15613.4
94371|DE|36.48
67202|DE|28.02
24404|DE|548.1
04938|DE|44.13
12691|DE|34.24
83730|DE|73.53
92360|DE|162.04
23232|DE|162.35
33214|DE|30.55
20249|DE|15277.46
93333|DE|376.74
42489|DE|1868.79
22999|DE|63.04
25379|DE|875.49
46202|DE|31.88
33619|DE|7945.9
23883|DE|1876.2
22427|DE|63.4
16230|DE|686.12
23434|DE|56.76
68753|DE|1156.0
34396|DE|347.49
86647|DE|449.41
25373|DE|2148.9
56204|DE|100.72
24594|DE|3673.84
67475|DE|68.55
53115|DE|2530.96
24342|DE|23.14
83703|DE|701.76
48480|DE|1464.15
96500|DE|30.29
60316|DE|1787.31
83629|DE|280.7
97575|DE|24.05
39021|DE|43.76
29473|DE|207.09
92612|DE|31.17
10062|DE|136.4
91244|DE|107.79
94152|DE|28.15
71463|DE|28.13
82276|DE|35.82
12101|DE|1775.95
67292|DE|481.03
74712|DE|43.5
36466|DE|305.36
17255|DE|267.75
67681|DE|53.08
65843|DE|2005.64
85669|DE|33.87
42115|DE|1747.26
20095|DE|7972.64
56077|DE|959.7
75231|DE|22.87
24852|DE|4514.49
38122|DE|4358.41
98596|DE|283.01
37327|DE|899.85
97944|DE|182.98
35440|DE|965.76
74533|DE|33.99
91091|DE|90.16
63820|DE|271.92
86508|DE|35.21
72519|DE|192.95
30982|DE|7310.1
85551|DE|656.25
92715|DE|82.53
25123|DE|27.05
79822|DE|762.5
20033|DE|32.59
97705|DE|274.32
49219|DE|951.28
65193|DE|2373.54
86928|DE|82.38
96053|DE|31.63
30824|DE|43.02
12351|DE|2095.52
71540|DE|406.8
04523|DE|175.21
39173|DE|31.89
97654|DE|173.28
21019|DE|29.87
27452|DE|42.23
95700|DE|254.82
64319|DE|1447.05
09350|DE|452.98
23777|DE|372.35
96047|DE|1187.9
22764|DE|132.12
72458|DE|455.04
22998|DE|42.83
63814|DE|491.8
37085|DE|5484.96
27446|DE|3264.17
34454|DE|1096.98
57068|DE|35.01
87755|DE|32.3
14513|DE|3598.35
89257|DE|1038.18
97780|DE|82.38
36329|DE|266.04
72409|DE|36.48
19249|DE|266.64
99427|DE|576.27
85414|DE|178.56
32648|DE|39.77
97204|DE|970.14
12234|DE|132.39
01307|DE|946.92
82396|DE|142.92
63667|DE|594.78
94161|DE|144.64
18146|DE|1146.07
33569|DE|116.44
